id,emptitle,grade,homeownership,issuedate,loanstatus,memberid,purpose,subgrade,term,verificationstatus,annualincome,dti,installment,intrate,loanamount,totalacc,totalpayment
374940,"A. Schulman, Inc.",B,MORTGAGE,8/9/2024,Fully Paid,376947,credit card,B4,36 months,Source Verified,150000,0.0678,497.46,0.1189,15000,24,17894
706748,LDS Church,B,MORTGAGE,1/11/2024,Fully Paid,898992,credit card,B4,36 months,Source Verified,91000,0.213,78.28,0.1074,2400,40,2804
507006,US Navy,B,MORTGAGE,6/10/2024,Fully Paid,653834,credit card,B5,36 months,Source Verified,84000,0.1607,304.43,0.1136,9250,32,10960
500209,UMASS Memorial Medical Center,B,MORTGAGE,2/10/2024,Fully Paid,642343,credit card,B1,36 months,Source Verified,35000,0.1145,167.5,0.0988,5200,27,6030
668106,Wyoming State Hospital,B,MORTGAGE,1/11/2024,Fully Paid,854164,credit card,B5,36 months,Source Verified,27036,0.1398,213.15,0.1111,6500,12,7082
666607,Motorcycle USA,B,MORTGAGE,8/11/2024,Fully Paid,852242,credit card,B3,36 months,Source Verified,45000,0.2189,144.37,0.1037,4450,17,5198
658473,LANAUX & FELGER CPAS,B,MORTGAGE,5/11/2024,Fully Paid,842135,credit card,B5,36 months,Source Verified,83000,0.1991,655.82,0.1111,20000,29,23363
661374,USAF,B,MORTGAGE,2/11/2024,Fully Paid,845833,credit card,B2,36 months,Source Verified,78000,0.2002,258.14,0.1,8000,26,9235
652236,Harris County Hospital District,B,MORTGAGE,12/11/2024,Fully Paid,834205,credit card,B1,36 months,Source Verified,105000,0.177,385.13,0.0963,12000,43,13834
654488,NBC Universal,B,MORTGAGE,2/11/2024,Fully Paid,837003,credit card,B4,36 months,Source Verified,100000,0.1046,326.16,0.1074,10000,15,11615
643998,Bermuda Commons,B,MORTGAGE,5/11/2024,Fully Paid,824134,credit card,B1,36 months,Source Verified,40000,0.1221,222.21,0.0888,7000,37,8000
679170,Fidelity Investments,B,MORTGAGE,1/11/2024,Fully Paid,867620,credit card,B5,36 months,Source Verified,115000,0.1816,393.5,0.1111,12000,24,13639
669586,shopzilla.com,B,MORTGAGE,2/11/2024,Fully Paid,856167,credit card,B5,36 months,Source Verified,110000,0.0655,491.87,0.1111,15000,20,15407
649498,"Hartline, Dacus, Barger, Dreyer & Kern",B,MORTGAGE,8/11/2024,Fully Paid,830901,credit card,B2,36 months,Source Verified,42000,0.2306,104.87,0.1,3250,32,3602
692697,County of Riverside DPSS,B,MORTGAGE,8/11/2024,Fully Paid,883443,credit card,B1,36 months,Source Verified,66000,0.0335,320.94,0.0963,10000,33,11044
709269,LCM Architects,C,MORTGAGE,6/11/2024,Fully Paid,901870,credit card,C1,36 months,Source Verified,92000,0.1808,603.73,0.1268,18000,23,20607
692246,Small Law Firm,C,MORTGAGE,5/11/2024,Fully Paid,882894,credit card,C2,36 months,Source Verified,45000,0.2261,505.85,0.1306,15000,20,18210
648886,E-Z Rent-A-Car,C,MORTGAGE,7/11/2024,Fully Paid,830149,credit card,C2,36 months,Source Verified,92000,0.0348,674.46,0.1306,20000,16,22986
669167,The Restored Church of God,C,MORTGAGE,4/11/2024,Fully Paid,855613,credit card,C1,36 months,Source Verified,88000,0.1752,608.76,0.1268,18150,20,21916
507110,David A. Axerlrod & Associates,C,MORTGAGE,10/10/2024,Fully Paid,653928,credit card,C3,36 months,Source Verified,120000,0.1617,407.09,0.1348,12000,29,12878
649068,WMS Gaming,C,MORTGAGE,8/11/2024,Fully Paid,830369,credit card,C3,36 months,Source Verified,58000,0.1076,423.77,0.1343,12500,11,13858
676031,US Bank N.A,C,MORTGAGE,12/11/2024,Fully Paid,863962,credit card,C3,36 months,Source Verified,47800,0.1931,50.86,0.1343,1500,26,1767
390347,Foley  and  Lardner LLP,C,OTHER,5/9/2024,Fully Paid,425299,credit card,C5,36 months,Source Verified,58000,0.1107,511.14,0.1379,15000,13,18458
736876,County of Orange,A,OWN,7/11/2024,Fully Paid,933936,credit card,A1,36 months,Source Verified,47232,0.0447,241.28,0.0542,8000,25,8686
671468,Chattahoochee Technical College,B,OWN,5/11/2024,Fully Paid,858396,credit card,B3,36 months,Source Verified,72000,0.2048,519.06,0.1037,16000,47,18669
706955,united states air force,B,OWN,2/11/2024,Fully Paid,899241,credit card,B4,36 months,Source Verified,153000,0.2024,97.85,0.1074,3000,46,3522
705448,Military,B,OWN,12/11/2024,Fully Paid,897501,credit card,B1,36 months,Source Verified,28176,0.2351,32.1,0.0963,1000,13,1171
386083,Pacer Energy Marketing,C,OWN,2/9/2024,Fully Paid,418158,credit card,C3,36 months,Source Verified,52000,0.219,312.38,0.1316,9250,23,10991
715986,Drexel University,A,RENT,1/11/2024,Fully Paid,909734,credit card,A1,36 months,Source Verified,96900,0.0955,144.77,0.0542,4800,20,5194
687218,Blue Star Energy,A,RENT,10/11/2024,Fully Paid,877188,credit card,A4,36 months,Source Verified,54996,0.0543,317.86,0.0729,10250,9,11443
729975,Veterans Medical Research Foundation,A,RENT,4/11/2024,Fully Paid,925864,credit card,A4,36 months,Source Verified,32000,0.1834,46.52,0.0729,1500,21,1672
646764,Arte Salon,A,RENT,10/11/2024,Fully Paid,827502,credit card,A3,36 months,Source Verified,26400,0.1523,365.99,0.0617,12000,10,13176
642118,Charles River,A,RENT,4/11/2024,Fully Paid,821913,credit card,A5,36 months,Source Verified,88000,0.2418,277.53,0.0691,9000,13,9947
720043,United States Navy,A,RENT,4/11/2024,Fully Paid,914450,credit card,A2,36 months,Source Verified,76000,0.1731,90.99,0.0579,3000,21,3242
661930,Massachusetts General Hospital,A,RENT,11/11/2024,Fully Paid,846514,credit card,A3,36 months,Source Verified,58000,0.1618,185.05,0.0692,6000,19,6261
664424,New York State Catholic health Plan,A,RENT,8/11/2024,Fully Paid,849567,credit card,A5,36 months,Source Verified,36000,0.059,467.7,0.0766,15000,17,16839
657863,salesforce.com,A,RENT,5/11/2024,Fully Paid,841311,credit card,A3,36 months,Source Verified,85000,0.0256,215.89,0.0692,7000,5,7773
722312,Susquehanna International Group,A,RENT,4/11/2024,Fully Paid,917127,credit card,A3,36 months,Source Verified,60000,0.0542,215.89,0.0692,7000,24,7444
713457,RAC< LLC,A,RENT,12/11/2024,Fully Paid,906686,credit card,A5,36 months,Source Verified,78000,0.2015,155.9,0.0766,5000,54,5537
711272,us army,A,RENT,3/11/2024,Fully Paid,904155,credit card,A2,36 months,Source Verified,76860,0.2156,242.62,0.0579,8000,12,8694
384456,City of Walnut Creek,A,RENT,6/9/2024,Fully Paid,415535,credit card,A2,36 months,Source Verified,70000,0.1032,171.55,0.0768,5500,10,6176
664666,California College of the Arts,A,RENT,10/11/2024,Fully Paid,849855,credit card,A4,36 months,Source Verified,46104,0.1122,272.12,0.0729,8775,22,9795
726130,MWH Global,A,RENT,4/11/2024,Fully Paid,921462,credit card,A2,36 months,Source Verified,80000,0.0831,485.24,0.0579,16000,12,17201
667646,Cloud Inc,A,RENT,9/11/2024,Fully Paid,853524,credit card,A1,36 months,Source Verified,28800,0.1463,120.64,0.0542,4000,16,4343
650146,CIRTEC Medical Systems,A,RENT,4/11/2024,Fully Paid,831682,credit card,A1,36 months,Source Verified,90000,0.1483,217.16,0.0542,7200,18,7818
650916,Washoe County School District,A,RENT,11/11/2024,Fully Paid,832646,credit card,A2,36 months,Source Verified,45600,0.175,339.67,0.0579,11200,16,12228
658390,San Francisco Friends School,A,RENT,7/11/2024,Fully Paid,842032,credit card,A2,36 months,Source Verified,36000,0.149,272.95,0.0579,9000,20,9809
648448,Clear Channel,A,RENT,10/11/2024,Fully Paid,829582,credit card,A3,36 months,Source Verified,53500,0.1608,298.9,0.0617,9800,24,9913
665531,Miami University,A,RENT,2/11/2024,Fully Paid,850895,credit card,A3,36 months,Source Verified,34000,0.2336,370.09,0.0692,12000,16,13325
373183,Citysearch,A,RENT,4/9/2024,Fully Paid,392879,credit card,A4,36 months,Source Verified,110000,0.1029,319.47,0.0932,10000,19,11501
716403,Willamette University,A,RENT,7/11/2024,Fully Paid,910262,credit card,A5,36 months,Source Verified,40000,0.2781,268.15,0.0766,8600,13,9653
382975,Model N Inc,A,RENT,1/9/2024,Fully Paid,413043,credit card,A5,36 months,Source Verified,204000,0.0914,385.14,0.0963,12000,36,13834
619219,Experian,A,RENT,1/11/2024,Fully Paid,793670,credit card,A4,36 months,Source Verified,58000,0.077,279.09,0.0729,9000,20,9277
372621,Blackboard,A,RENT,3/9/2024,Fully Paid,391646,credit card,A3,36 months,Source Verified,70000,0.0259,180.19,0.08,5750,20,6422
651414,trinitas medical center,A,RENT,9/11/2024,Fully Paid,833278,credit card,A3,36 months,Source Verified,37000,0.2419,431.77,0.0692,14000,21,15545
643774,Holland motor,A,RENT,12/11/2024,Fully Paid,823868,credit card,A4,36 months,Source Verified,58000,0.2009,306.68,0.0654,10000,25,10995
725749,"A&E Group, LLC",A,RENT,5/11/2024,Fully Paid,921051,credit card,A2,36 months,Source Verified,34000,0.2689,151.64,0.0579,5000,38,5448
656858,TSM Corporation,A,RENT,4/11/2024,Fully Paid,840080,credit card,A4,36 months,Source Verified,51250,0.2629,341.11,0.0729,11000,22,12169
734232,Storcom inc.,A,RENT,5/11/2024,Fully Paid,930727,credit card,A4,36 months,Source Verified,40000,0.0384,155.05,0.0729,5000,10,5582
691779,Allan Hancock College,A,RENT,10/11/2024,Fully Paid,882395,credit card,A2,36 months,Source Verified,30000,0.0824,127.38,0.0579,4200,23,4559
668677,Tufts University,A,RENT,7/11/2024,Fully Paid,854984,credit card,A4,36 months,Source Verified,552000,0.0134,248.08,0.0729,8000,18,8927
652559,Banfield,A,RENT,1/11/2024,Fully Paid,834571,credit card,A4,36 months,Source Verified,14400,0.2683,37.22,0.0729,1200,38,1297
646992,Todd Powell,A,RENT,1/11/2024,Fully Paid,827783,credit card,A5,36 months,Source Verified,80000,0.0442,185.02,0.0691,6000,6,6661
386131,Los Angeles Unified School District,A,RENT,2/9/2024,Fully Paid,418228,credit card,A4,36 months,Source Verified,65867.36,0.1915,351.42,0.0932,11000,23,11406
380274,national renewable energy laboratory,A,RENT,3/9/2024,Fully Paid,396900,credit card,A5,36 months,Source Verified,78000,0.0729,192.57,0.0963,6000,15,6428
652195,Mindshare,A,RENT,7/11/2024,Fully Paid,834156,credit card,A5,36 months,Source Verified,50200,0.1164,280.62,0.0766,9000,31,9966
644799,US Army,A,RENT,7/11/2024,Fully Paid,825088,credit card,A4,36 months,Source Verified,49232.04,0.1572,260.68,0.0654,8500,21,9370
656002,Lifechek Pharmacy,A,RENT,8/11/2024,Fully Paid,839022,credit card,A5,36 months,Source Verified,115200,0.2219,218.26,0.0766,7000,47,7849
684493,University of Colorado,B,RENT,9/11/2024,Fully Paid,873968,credit card,B2,36 months,Source Verified,56000,0.2252,258.14,0.1,8000,15,9293
700144,Hire Counsel,B,RENT,5/11/2024,Fully Paid,891798,credit card,B3,36 months,Source Verified,83196,0.1305,303.33,0.1037,9350,24,10731
678125,Raoul's Restaurant,B,RENT,8/11/2024,Fully Paid,866376,credit card,B1,36 months,Source Verified,90000,0.1796,320.94,0.0963,10000,14,11554
703843,Merced Union High School District,B,RENT,5/11/2024,Fully Paid,895866,credit card,B2,36 months,Source Verified,102000,0.2414,580.81,0.1,18000,29,20909
645488,City of Redondo Beach,B,RENT,3/11/2024,Fully Paid,825950,credit card,B3,36 months,Source Verified,64000,0.0756,462.09,0.0962,14400,36,15149
692273,Lockheed Martin,B,RENT,12/11/2024,Fully Paid,882924,credit card,B3,36 months,Source Verified,76000,0.0463,233.58,0.1037,7200,5,8409
735420,Merck Pharmaceuticals,B,RENT,8/11/2024,Fully Paid,932133,credit card,B1,36 months,Source Verified,108820,0.172,481.41,0.0963,15000,45,17196
728440,Children's Hospital,B,RENT,8/11/2024,Fully Paid,924125,credit card,B4,36 months,Source Verified,50000,0.2335,594.43,0.1074,18225,35,21399
646794,Carroll County Public Schools,B,RENT,3/11/2024,Fully Paid,827541,credit card,B1,36 months,Source Verified,60000,0.1542,380.93,0.0888,12000,19,13714
492553,Cogent Healthcare,B,RENT,6/10/2024,Fully Paid,629969,credit card,B3,36 months,Source Verified,78000,0.1942,651.2,0.1062,20000,26,20519
671179,aNetworks Inc,B,RENT,4/11/2024,Fully Paid,858066,credit card,B2,36 months,Source Verified,50000,0.2071,150.85,0.1,4675,18,5415
682486,72andSunny,B,RENT,3/11/2024,Fully Paid,871698,credit card,B3,36 months,Source Verified,52000,0.1041,165.46,0.1037,5100,7,5956
646473,Macmillan Publishing,B,RENT,2/11/2024,Fully Paid,827140,credit card,B3,36 months,Source Verified,85000,0.0902,389.3,0.1037,12000,8,14016
650601,"Oracle USA, Inc",B,RENT,12/11/2024,Fully Paid,832253,credit card,B3,36 months,Source Verified,36000,0.056,48.67,0.1037,1500,11,1650
674906,TRUSTe,B,RENT,5/11/2024,Fully Paid,862593,credit card,B3,36 months,Source Verified,80000,0.1711,324.42,0.1037,10000,23,10958
683648,Amazon.com,B,RENT,8/11/2024,Fully Paid,873001,credit card,B3,36 months,Source Verified,35000,0.2071,97.33,0.1037,3000,18,3504
646416,Department of Health and Human Services,B,RENT,7/11/2024,Fully Paid,827075,credit card,B4,36 months,Source Verified,51630,0.1109,158.09,0.0999,4900,29,5199
733391,Capital Group Companies,B,RENT,4/11/2024,Fully Paid,929752,credit card,B5,36 months,Source Verified,42000,0.0834,393.5,0.1111,12000,16,14113
662770,Marriott,B,RENT,7/11/2024,Fully Paid,847549,credit card,B3,36 months,Source Verified,60000,0.119,389.3,0.1037,12000,21,12105
686059,Salem/ Keizer School District,B,RENT,7/11/2024,Fully Paid,875810,credit card,B3,36 months,Source Verified,27052,0.1934,194.65,0.1037,6000,15,6610
498653,Biomat,B,RENT,4/10/2024,Fully Paid,639694,credit card,B5,36 months,Source Verified,18000,0.144,49.37,0.1136,1500,24,1665
676438,University of Dallas,B,RENT,4/11/2024,Fully Paid,864424,credit card,B1,36 months,Source Verified,28704,0.0681,128.38,0.0963,4000,15,4603
668827,Flavors Eatery,B,RENT,12/11/2024,Fully Paid,855181,credit card,B3,36 months,Source Verified,24000,0.105,429.85,0.1037,13250,7,15474
670149,Youth Empowerment Project,B,RENT,9/11/2024,Fully Paid,856770,credit card,B3,36 months,Source Verified,40000,0.1878,64.89,0.1037,2000,18,2336
670360,Arkansas Children's Nutrition Center,B,RENT,8/11/2024,Fully Paid,857010,credit card,B3,36 months,Source Verified,27000,0.1911,178.43,0.1037,5500,27,6308
391348,Republic Airways Holdings,B,RENT,10/9/2024,Fully Paid,427280,credit card,B4,36 months,Source Verified,60000,0.1468,414.55,0.1189,12500,21,13409
663080,New York State Dept of Health--HRI,B,RENT,9/11/2024,Fully Paid,847923,credit card,B3,36 months,Source Verified,73000,0.1856,188.16,0.1037,5800,30,6775
685289,Fusion Consulting Group,B,RENT,7/11/2024,Fully Paid,874910,credit card,B3,36 months,Source Verified,50500,0.192,162.21,0.1037,5000,36,5839
651304,Freeman Audio Visual,B,RENT,1/11/2024,Fully Paid,833151,credit card,B4,36 months,Source Verified,46000,0.1886,391.39,0.1074,12000,16,14091
373081,"MEDomics, LLC",B,RENT,5/9/2024,Fully Paid,392643,credit card,B3,36 months,Source Verified,100000,0.237,495.21,0.1158,15000,31,17827
729112,HMMY Property Management Corp,B,RENT,8/11/2024,Fully Paid,924860,credit card,B3,36 months,Source Verified,64800,0.1602,519.06,0.1037,16000,15,18402
495259,MassMutual Life Insurance,B,RENT,3/10/2024,Fully Paid,634323,credit card,B2,36 months,Source Verified,53000,0.2409,688.18,0.1025,21250,22,24014
680556,Forward Service Corporation,C,RENT,7/11/2024,Fully Paid,869405,credit card,C2,36 months,Source Verified,336000,0.0164,72.51,0.1306,2150,8,2610
377780,St. Francis High School,C,RENT,1/9/2024,Fully Paid,402199,credit card,C4,36 months,Source Verified,26000,0.2368,182.34,0.1347,5375,11,6589
503423,banamex usa,C,RENT,1/10/2024,Fully Paid,647906,credit card,C3,36 months,Source Verified,59000,0.1324,67.85,0.1348,2000,13,2266
383364,The Judge Group,C,RENT,5/9/2024,Fully Paid,413619,credit card,C3,36 months,Source Verified,93000,0.1924,472.79,0.1316,14000,32,17020
503298,Grenzebach Glier and Associates,C,RENT,9/10/2024,Fully Paid,647710,credit card,C5,36 months,Source Verified,36000,0.174,599.98,0.1422,17500,20,20227
675966,Medina Valley ISD,C,RENT,3/11/2024,Fully Paid,863835,credit card,C2,36 months,Source Verified,42240,0.1795,295.92,0.1306,8775,22,10334
486846,"Zeno Group, Inc",C,RENT,8/10/2024,Fully Paid,620516,credit card,C4,36 months,Source Verified,133000,0.1923,306.94,0.1385,9000,29,11054
664756,staybridge suites hotel,C,RENT,5/11/2024,Fully Paid,849970,credit card,C1,36 months,Source Verified,25000,0.1392,392.42,0.1268,11700,16,14129
391056,RBS Sempra Commodities,C,RENT,1/9/2024,Fully Paid,426711,credit card,C2,36 months,Source Verified,132000,0.02,336.18,0.1284,10000,39,12005
507947,BRG Corporation,C,RENT,9/10/2024,Fully Paid,655227,credit card,C3,36 months,Source Verified,25000,0.2294,101.78,0.1348,3000,11,3640
686793,Fleetcor,C,RENT,9/11/2024,Fully Paid,876667,credit card,C1,36 months,Source Verified,25000,0.0427,188.67,0.1268,5625,5,6514
376044,NYU Medical Center,C,RENT,10/9/2024,Fully Paid,398817,credit card,C1,36 months,Source Verified,47004,0.0932,267.73,0.1253,8000,20,9638
645907,Grant Thornton LLP,C,RENT,5/11/2024,Fully Paid,826430,credit card,C2,36 months,Source Verified,57000,0.1284,117.28,0.1261,3500,26,4179
658704,Value Options,C,RENT,9/11/2024,Fully Paid,842422,credit card,C5,36 months,Source Verified,38272,0.2126,522.47,0.1417,15250,28,18720
623756,NYWM,C,RENT,5/11/2024,Fully Paid,799380,credit card,C1,36 months,Source Verified,132000,0.0851,375.65,0.1268,11200,39,12959
705362,"Tomblin, Farmer & Morris, PLLC",C,RENT,6/11/2024,Fully Paid,897438,credit card,C1,36 months,Source Verified,75000,0.2258,201.25,0.1268,6000,20,7245
704521,Brand X Communications,C,RENT,8/11/2024,Fully Paid,896540,credit card,C4,36 months,Source Verified,95000,0.0671,272.65,0.138,8000,22,9739
385577,Butte College,C,RENT,3/9/2024,Fully Paid,417323,credit card,C5,36 months,Source Verified,75000,0.1278,272.61,0.1379,8000,37,9814
392788,AMBITECH,C,RENT,7/9/2024,Fully Paid,429958,credit card,C3,36 months,Source Verified,80000,0.1716,216.13,0.1316,6400,30,7028
643176,Fairfax County Public Schools,C,RENT,12/11/2024,Fully Paid,823136,credit card,C5,36 months,Source Verified,65000,0.166,510.63,0.1372,15000,13,17670
738606,Bed Bath And Beyond,C,RENT,12/11/2024,Fully Paid,936023,credit card,C4,36 months,Source Verified,49000,0.1969,204.49,0.138,6000,9,6770
663508,Lighthouse healthcare,C,RENT,9/11/2024,Fully Paid,848412,credit card,C5,36 months,Source Verified,14400,0.1,143.9,0.1417,4200,10,4716
719622,birch family services,C,RENT,8/11/2024,Fully Paid,913981,credit card,C1,36 months,Source Verified,25000,0.144,183.64,0.1268,5475,23,6611
653370,Arthur J Gallagher Risk Management,C,RENT,2/11/2024,Fully Paid,835556,credit card,C2,36 months,Source Verified,65400,0.1771,404.68,0.1306,12000,36,13065
391230,First Trinity Evangelical-Lutheran Church,D,RENT,7/9/2024,Fully Paid,427042,credit card,D5,36 months,Source Verified,51295,0.1172,684.73,0.1537,19650,12,24662
670596,dimension one,D,RENT,7/11/2024,Fully Paid,857297,credit card,D5,36 months,Source Verified,60000,0.1868,351.67,0.1602,10000,54,12661
645324,E-Z Rent-A-Car,D,RENT,10/11/2024,Fully Paid,825746,credit card,D2,36 months,Source Verified,38000,0.2258,447.22,0.1446,13000,5,15764
501095,Procter and Gamble Co.,D,RENT,4/10/2024,Fully Paid,643894,credit card,D3,36 months,Source Verified,120000,0.134,870.71,0.1533,25000,34,27867
690707,C-S Photography,D,RENT,1/11/2024,Fully Paid,881158,credit card,D2,36 months,Source Verified,80000,0.0561,484.7,0.1491,14000,18,15946
742113,Craigie On Main,D,RENT,4/11/2024,Fully Paid,940139,credit card,D2,36 months,Source Verified,45000,0.186,140.61,0.1599,4000,13,5062
675736,Kaufman Bros.,D,RENT,1/11/2024,Fully Paid,863566,credit card,D3,36 months,Source Verified,50000,0.2354,191.42,0.1528,5500,5,6891
725739,CUNY - Brooklyn College,D,RENT,3/11/2024,Fully Paid,921041,credit card,D2,36 months,Source Verified,33864,0.1945,207.73,0.1491,6000,25,7028
690974,JTM Pro Carpet,D,RENT,12/11/2024,Fully Paid,881460,credit card,D1,36 months,Source Verified,90000,0.0849,723.26,0.1454,21000,14,25802
708621,Nationwide Insurance,D,RENT,2/11/2024,Fully Paid,901134,credit card,D3,36 months,Source Verified,46750,0.1776,104.41,0.1528,3000,22,3365
714310,McGladrey,D,RENT,1/11/2024,Fully Paid,907701,credit card,D1,36 months,Source Verified,63000,0.1928,185.98,0.1454,5400,30,6695
642494,Prospect Mortgage,D,RENT,8/11/2024,Fully Paid,822348,credit card,D2,36 months,Source Verified,36000,0.1723,395.62,0.1446,11500,18,13591
675807,First Full Gospel Church of Austin,D,RENT,10/11/2024,Fully Paid,863652,credit card,D1,36 months,Source Verified,56000,0.1654,202.34,0.1454,5875,18,7284
643278,City of East Palo Alto,D,RENT,9/11/2024,Fully Paid,823262,credit card,D2,36 months,Source Verified,130000,0.05,495.39,0.1446,14400,9,17836
380479,Hovland Conservatory of Music,E,RENT,12/9/2024,Fully Paid,407953,credit card,E2,36 months,Source Verified,36000,0.1637,269.84,0.16,7675,10,9407
677988,The Irvine Company,E,RENT,9/11/2024,Fully Paid,866227,credit card,E2,36 months,Source Verified,38000,0.1418,92.4,0.1677,2600,12,3349
653379,General Electric Company,E,RENT,4/11/2024,Fully Paid,835568,credit card,E1,36 months,Source Verified,110000,0.1262,353.55,0.164,10000,11,12317
507190,Miami cleaning services,B,RENT,9/10/2024,Fully Paid,654071,credit card,B1,36 months,Source Verified,30000,0.084,161.06,0.0988,5000,9,5799
674647,"Computer Consultants of America, Inc",B,MORTGAGE,6/11/2024,Fully Paid,862289,credit card,B3,36 months,Source Verified,110000,0.0573,324.42,0.1037,10000,21,11679
500385,risk strategies company,B,MORTGAGE,8/10/2024,Fully Paid,642645,credit card,B5,36 months,Source Verified,65000,0.2119,329.12,0.1136,10000,32,11849
653494,Golden State Overnight,A,RENT,3/11/2024,Fully Paid,835700,credit card,A5,36 months,Source Verified,37000,0.2325,187.08,0.0766,6000,18,6736
643706,Fanwood Animal Hospital,B,RENT,8/11/2024,Fully Paid,823788,credit card,B4,36 months,Source Verified,100000,0.066,469.67,0.1074,14400,19,16913
379485,Columbus Metropolitan Club,C,RENT,10/9/2024,Fully Paid,405953,credit card,C1,36 months,Source Verified,50000,0.1862,176.54,0.1253,5275,14,6355
379159,quality calibration service,C,RENT,2/9/2024,Fully Paid,405270,credit card,C1,36 months,Source Verified,40000,0.0447,284.47,0.1253,8500,15,9656
378929,Panther II Transportation,E,RENT,7/9/2024,Fully Paid,404697,credit card,E1,36 months,Source Verified,39481,0.1808,471.65,0.1568,13475,6,16979
695397,UNITED STATES POSTAL SERVICE,A,MORTGAGE,10/11/2024,Charged Off,886470,credit card,A4,36 months,Verified,55635,0.135,372.12,0.0729,12000,21,2225
493393,Phoenix American,B,MORTGAGE,10/10/2024,Charged Off,631236,credit card,B3,36 months,Verified,320000,0.0432,781.44,0.1062,24000,27,27171
476073,Catholic Charities,B,MORTGAGE,5/10/2024,Charged Off,602955,credit card,B5,36 months,Verified,52000,0.0704,267.74,0.1253,8000,25,4567
388927,Microsoft,C,MORTGAGE,6/9/2024,Charged Off,422694,credit card,C3,36 months,Verified,125000,0.0824,844.26,0.1316,25000,46,13381
300218,Executive Appraisal Services,C,MORTGAGE,11/8/2024,Charged Off,300205,credit card,C5,36 months,Verified,96000,0.0536,266.83,0.1229,20000,29,9668
721745,Sacred Heart Hospital,D,MORTGAGE,10/11/2024,Charged Off,916440,credit card,D2,36 months,Verified,62664,0.2417,564.33,0.1491,16300,34,5642
379717,The Loomis Corp,E,OTHER,3/9/2024,Charged Off,406435,credit card,E3,36 months,Verified,60000,0.2146,565.02,0.1632,16000,24,3952
380572,village home improvements inc,A,RENT,2/9/2024,Charged Off,402366,credit card,A5,36 months,Verified,43000,0.2202,385.14,0.0963,12000,26,3885
502908,PR Newswire,B,RENT,9/10/2024,Charged Off,646961,credit card,B4,36 months,Verified,77000,0.1923,628.52,0.1099,19200,28,5027
644553,United States Aviation Underwriters,B,RENT,12/11/2024,Charged Off,824783,credit card,B1,36 months,Verified,40000,0.1035,634.88,0.0888,20000,14,18057
380974,Washington Development Industry Council,C,RENT,12/9/2024,Charged Off,408931,credit card,C5,36 months,Verified,80000,0.1095,545.21,0.1379,16000,21,12349
667961,DST Systems,C,RENT,1/11/2024,Charged Off,853921,credit card,C3,36 months,Verified,37000,0.1099,457.67,0.1343,13500,7,6423
379465,Consultant Engineer,D,RENT,8/9/2024,Charged Off,405903,credit card,D2,36 months,Verified,53400,0.17,481.36,0.1442,14000,6,16531
640372,Friedkin Business Services,D,MORTGAGE,10/11/2024,Charged Off,819741,credit card,D1,36 months,Verified,120000,0.0791,688.81,0.1454,20000,25,16131
302378,Majestic West Excavation & Development,D,MORTGAGE,12/8/2024,Charged Off,302314,credit card,D3,36 months,Verified,75000,0.2106,446.29,0.1324,13200,29,4461
642983,Service By Air Inc,E,MORTGAGE,8/11/2024,Charged Off,820684,credit card,E2,36 months,Verified,170000,0.0849,529.73,0.1632,15000,29,10593
379995,Apple,A,MORTGAGE,9/9/2024,Fully Paid,406961,credit card,A2,36 months,Verified,113000,0.0107,155.96,0.0768,5000,13,5180
370854,Siemens,A,MORTGAGE,7/9/2024,Fully Paid,387660,credit card,A2,36 months,Verified,94000,0.1529,155.96,0.0768,5000,42,5275
736163,frito lay,A,MORTGAGE,12/11/2024,Fully Paid,933003,credit card,A1,36 months,Verified,33600,0.185,301.6,0.0542,10000,41,10858
670901,TX Health Resources,A,MORTGAGE,12/11/2024,Fully Paid,857727,credit card,A1,36 months,Verified,120000,0.1024,301.6,0.0542,10000,34,10859
681270,Morgan Stanley,A,MORTGAGE,12/11/2024,Fully Paid,870254,credit card,A1,36 months,Verified,100000,0.1265,135.72,0.0542,4500,30,4886
688572,Department of Defense,A,MORTGAGE,7/11/2024,Fully Paid,878733,credit card,A4,36 months,Verified,72000,0.084,685.32,0.0729,22100,12,24671
710419,FDIC,A,MORTGAGE,7/11/2024,Fully Paid,903171,credit card,A4,36 months,Verified,128474,0.0801,930.3,0.0729,30000,18,33491
709616,Mayo Clinic Arizona,A,MORTGAGE,7/11/2024,Fully Paid,902266,credit card,A5,36 months,Verified,70000,0.1265,779.5,0.0766,25000,26,27558
644036,"Guardsmark, LLC",A,MORTGAGE,10/11/2024,Fully Paid,824177,credit card,A5,36 months,Verified,80000,0.249,493.38,0.0691,16000,34,17762
696227,"ECSI, Inc",A,MORTGAGE,12/11/2024,Fully Paid,887374,credit card,A2,36 months,Verified,96000,0.2026,212.29,0.0579,7000,22,7218
661900,VA Southern Nevada Healthcare System,A,MORTGAGE,7/11/2024,Fully Paid,814393,credit card,A3,36 months,Verified,76800,0.2614,394.76,0.0692,12800,27,14178
642227,Cobb County,A,MORTGAGE,3/11/2024,Fully Paid,822037,credit card,A4,36 months,Verified,80000,0.1454,613.35,0.0654,20000,23,22081
654907,The Cadmus Group,A,MORTGAGE,6/11/2024,Fully Paid,837511,credit card,A4,36 months,Verified,86400,0.2671,378.33,0.0729,12200,37,13586
